anno;mes;dia;hora;ndig;reflectancia;rmin;rmax;nc;N;Hext;brilloSolarC;dj
2012.0;1.0;14.0;16.0;71.0;0.0721970254588476;-0.0444021323580081;0.4830732212313118;0.22105138566841384;11.82311861350693;9675.127187509834;0.7789486143315861;14.0
2012.0;1.0;15.0;7.0;60.0;0.0475478966320689;0.0090905727953887;0.2849427415610046;0.13941280218592864;11.824699455222976;9688.718896647022;0.8605871978140713;15.0
2012.0;1.0;15.0;10.0;125.0;0.1991133147131716;0.0959437969535486;0.9019934997025825;0.12799399020651353;11.824699455222976;9688.718896647022;0.8720060097934865;15.0
2012.0;1.0;15.0;13.0;218.0;0.4551335193517168;-0.0739454419266923;1.1161965489755137;0.44455112526307256;11.824699455222976;9688.718896647022;0.5554488747369275;15.0
2012.0;1.0;15.0;16.0;253.0;0.3853742449117691;-0.0444021323580081;0.4830732212313118;0.8147800164410927;11.824699455222976;9688.718896647022;0.18521998355890734;15.0
2012.0;1.0;16.0;7.0;68.0;0.0597931120557722;0.0090905727953887;0.2849427415610046;0.18380330119305346;11.8263383501226;9702.690031557227;0.8161966988069466;16.0
2012.0;1.0;16.0;10.0;167.0;0.2862390715956741;0.0959437969535486;0.9019934997025825;0.2360837973057035;11.8263383501226;9702.690031557227;0.7639162026942965;16.0
2012.0;1.0;16.0;13.0;268.0;0.5765121884299189;-0.0739454419266923;1.1161965489755137;0.546537837778097;11.8263383501226;9702.690031557227;0.45346216222190305;16.0
2012.0;1.0;16.0;16.0;65.0;0.0619860977650644;-0.0444021323580081;0.4830732212313118;0.20169327230008158;11.8263383501226;9702.690031557227;0.7983067276999184;16.0
2012.0;1.0;17.0;7.0;49.0;0.0306498378021803;0.0090905727953887;0.2849427415610046;0.07815514049885876;11.82803415717478;9717.022524715228;0.9218448595011413;17.0
2012.0;1.0;17.0;10.0;295.0;0.5517777997514293;0.0959437969535486;0.9019934997025825;0.5655159988810343;11.82803415717478;9717.022524715228;0.4344840011189657;17.0
2012.0;1.0;17.0;13.0;127.0;0.2367991742941255;-0.0739454419266923;1.1161965489755137;0.26109877526903574;11.82803415717478;9717.022524715228;0.7389012247309643;17.0
2012.0;1.0;17.0;16.0;64.0;0.0603127362555692;-0.0444021323580081;0.4830732212313118;0.19852087476888236;11.82803415717478;9717.022524715228;0.8014791252311176;17.0
2012.0;1.0;18.0;7.0;138.0;0.1669671581363665;0.0090905727953887;0.2849427415610046;0.5723231615232335;11.829785712735088;9731.69784818006;0.4276768384767665;18.0
2012.0;1.0;18.0;10.0;226.0;0.4086894424393105;0.0959437969535486;0.9019934997025825;0.3879979664022483;11.829785712735088;9731.69784818006;0.6120020335977516;18.0
2012.0;1.0;18.0;13.0;420.0;0.9464193309426452;-0.0739454419266923;1.1161965489755137;0.8573470902373874;11.829785712735088;9731.69784818006;0.14265290976261258;18.0
2012.0;1.0;18.0;16.0;61.0;0.0551863669249043;-0.0444021323580081;0.4830732212313118;0.1888021849840774;11.829785712735088;9731.69784818006;0.8111978150159226;18.0
2012.0;1.0;19.0;7.0;43.0;0.021435506257245;0.0090905727953887;0.2849427415610046;0.0447519898686947;11.831591832951538;9746.697045264653;0.9552480101313053;19.0
2012.0;1.0;19.0;8.0;49.0;0.0326821475402291;0.0326821475402291;0.304129451062735;0.0;11.831591832951538;9746.697045264653;1.0;19.0
2012.0;1.0;19.0;9.0;112.0;0.151284451060412;-0.0564960419593884;0.518517862541644;0.36134864112564663;11.831591832951538;9746.697045264653;0.6386513588743534;19.0
2012.0;1.0;19.0;10.0;109.0;0.1659867697401088;0.0959437969535486;0.9019934997025825;0.08689659278786226;11.831591832951538;9746.697045264653;0.9131034072121378;19.0
2012.0;1.0;19.0;11.0;91.0;0.1442485333911582;0.1442485333911582;0.8992401888959498;0.0;11.831591832951538;9746.697045264653;1.0;19.0
2012.0;1.0;19.0;12.0;202.0;0.4274103056011625;-0.066009883311318;1.0546451576083677;0.4402962293441756;11.831591832951538;9746.697045264653;0.5597037706558243;19.0
2012.0;1.0;19.0;13.0;276.0;0.5989147575736548;-0.0739454419266923;1.1161965489755137;0.5653612801194207;11.831591832951538;9746.697045264653;0.43463871988057934;19.0
2012.0;1.0;19.0;14.0;110.0;0.1795675600503259;0.1137144486349847;0.884316079487954;0.08545675064617916;11.831591832951538;9746.697045264653;0.9145432493538208;19.0
2012.0;1.0;19.0;15.0;318.0;0.5645918674756082;0.0612306670742767;0.6283840293246253;0.8875222010570424;11.831591832951538;9746.697045264653;0.11247779894295762;19.0
2012.0;1.0;19.0;16.0;239.0;0.3624375471084516;-0.0444021323580081;0.4830732212313118;0.7712960931691525;11.831591832951538;9746.697045264653;0.22870390683084751;19.0
2012.0;1.0;19.0;17.0;196.0;0.2631224382726095;0.0194918903455275;0.4955497128779207;0.5117667148731796;11.831591832951538;9746.697045264653;0.4882332851268204;19.0
2012.0;1.0;19.0;18.0;49.0;0.0302762073935197;0.0;0.06096027526411601;0.4966547027936675;11.831591832951538;9746.697045264653;0.5033452972063325;19.0
2012.0;1.0;20.0;7.0;65.0;0.0550939848624044;0.0090905727953887;0.2849427415610046;0.16676835376307506;11.833451316151166;9762.00076277132;0.8332316462369249;20.0
2012.0;1.0;20.0;10.0;154.0;0.2593948264612143;0.0959437969535486;0.9019934997025825;0.20278033593985048;11.833451316151166;9762.00076277132;0.7972196640601495;20.0
2012.0;1.0;20.0;13.0;329.0;0.7287159014346942;-0.0739454419266923;1.1161965489755137;0.674424858123791;11.833451316151166;9762.00076277132;0.32557514187620895;20.0
2012.0;1.0;20.0;16.0;227.0;0.3419809659438621;-0.0444021323580081;0.4830732212313118;0.7325140324996099;11.833451316151166;9762.00076277132;0.2674859675003901;20.0
2012.0;1.0;21.0;7.0;90.0;0.0933087485533529;0.0090905727953887;0.2849427415610046;0.30530184386377657;11.835362945199066;9777.589283715712;0.6946981561362234;21.0
2012.0;1.0;21.0;10.0;141.0;0.2324601255139598;0.0959437969535486;0.9019934997025825;0.16936465343864285;11.835362945199066;9777.589283715712;0.8306353465613572;21.0
2012.0;1.0;21.0;13.0;189.0;0.3893434128746043;-0.0739454419266923;1.1161965489755137;0.3892719174206206;11.835362945199066;9777.589283715712;0.6107280825793794;21.0
2012.0;1.0;21.0;16.0;202.0;0.2990171271344761;-0.0444021323580081;0.4830732212313118;0.6510621911632719;11.835362945199066;9777.589283715712;0.3489378088367281;21.0
2012.0;1.0;22.0;7.0;90.0;0.0932627311181117;0.0090905727953887;0.2849427415610046;0.3051350246741827;11.837325489822009;9793.442560460751;0.6948649753258174;22.0
2012.0;1.0;22.0;10.0;372.0;0.7120571671008171;0.0959437969535486;0.9019934997025825;0.7643615127528895;11.837325489822009;9793.442560460751;0.23563848724711045;22.0
2012.0;1.0;22.0;13.0;226.0;0.4802430060290941;-0.0739454419266923;1.1161965489755137;0.46564901683342425;11.837325489822009;9793.442560460751;0.5343509831665758;22.0
2012.0;1.0;22.0;14.0;163.0;0.2985745427508528;0.1137144486349847;0.884316079487954;0.23989060847334154;11.837325489822009;9793.442560460751;0.7601093915266585;22.0
2012.0;1.0;22.0;15.0;124.0;0.1863044961078544;0.0612306670742767;0.6283840293246253;0.22052911497749098;11.837325489822009;9793.442560460751;0.779470885022509;22.0
2012.0;1.0;22.0;16.0;137.0;0.1867999931104982;-0.0444021323580081;0.4830732212313118;0.43831834775832;11.837325489822009;9793.442560460751;0.56168165224168;22.0
2012.0;1.0;22.0;17.0;93.0;0.1008887882456662;0.0194918903455275;0.4955497128779207;0.17098111625841436;11.837325489822009;9793.442560460751;0.8290188837415856;22.0
2012.0;1.0;22.0;18.0;38.0;0.0136125318613874;0.0;0.06096027526411601;0.22330167969894904;11.837325489822009;9793.442560460751;0.7766983203010509;22.0
2012.0;1.0;23.0;6.0;30.0;0.0015162788181745;-0.0030384656579682;0.00475849622753112;0.5841691344693566;11.839337708889191;9809.540248181944;0.4158308655306434;23.0
2012.0;1.0;23.0;7.0;127.0;0.1497563015963365;0.0090905727953887;0.2849427415610046;0.5099315674420805;11.839337708889191;9809.540248181944;0.49006843255791954;23.0
2012.0;1.0;23.0;8.0;219.0;0.3098579551647555;0.0326821475402291;0.304129451062735;1.0;11.839337708889191;9809.540248181944;0.0;23.0
2012.0;1.0;23.0;9.0;96.0;0.1219854672382386;-0.0564960419593884;0.518517862541644;0.3103951187971778;11.839337708889191;9809.540248181944;0.6896048812028222;23.0
2012.0;1.0;23.0;10.0;293.0;0.5481834446268179;0.0959437969535486;0.9019934997025825;0.5610567761899858;11.839337708889191;9809.540248181944;0.43894322381001416;23.0
2012.0;1.0;23.0;11.0;228.0;0.4645616885521473;0.1442485333911582;0.8992401888959498;0.42426052370979644;11.839337708889191;9809.540248181944;0.5757394762902035;23.0
2012.0;1.0;23.0;12.0;224.0;0.4846041387559025;-0.066009883311318;1.0546451576083677;0.49133230294966523;11.839337708889191;9809.540248181944;0.5086676970503348;23.0
2012.0;1.0;23.0;13.0;289.0;0.634973249755538;-0.0739454419266923;1.1161965489755137;0.5956589189369105;11.839337708889191;9809.540248181944;0.4043410810630895;23.0
2012.0;1.0;23.0;14.0;118.0;0.1986417027836615;0.1137144486349847;0.884316079487954;0.11020902467423004;11.839337708889191;9809.540248181944;0.88979097532577;23.0
2012.0;1.0;23.0;15.0;164.0;0.2650779034260139;0.0612306670742767;0.6283840293246253;0.3594217189208101;11.839337708889191;9809.540248181944;0.6405782810791899;23.0
2012.0;1.0;23.0;16.0;70.0;0.070962609198934;-0.0444021323580081;0.4830732212313118;0.21871115071428043;11.839337708889191;9809.540248181944;0.7812888492857195;23.0
2012.0;1.0;23.0;17.0;78.0;0.0772523865290793;0.0194918903455275;0.4955497128779207;0.12133084144336585;11.839337708889191;9809.540248181944;0.8786691585566342;23.0
2012.0;1.0;23.0;18.0;53.0;0.0362882236629167;0.0;0.06096027526411601;0.5952765715983832;11.839337708889191;9809.540248181944;0.4047234284016168;23.0
2012.0;1.0;24.0;7.0;86.0;0.0870581931769106;0.0090905727953887;0.2849427415610046;0.282642767430148;11.84139835264324;9825.861738584852;0.7173572325698521;24.0
2012.0;1.0;24.0;10.0;361.0;0.6895599990263519;0.0959437969535486;0.9019934997025825;0.7364511146747827;11.84139835264324;9825.861738584852;0.26354888532521725;24.0
2012.0;1.0;24.0;13.0;307.0;0.6801717175637876;-0.0739454419266923;1.1161965489755137;0.6336362931945704;11.84139835264324;9825.861738584852;0.3663637068054296;24.0
2012.0;1.0;24.0;16.0;289.0;0.4502987272718173;-0.0444021323580081;0.4830732212313118;0.9378653547763448;11.84139835264324;9825.861738584852;0.062134645223655194;24.0
2012.0;1.0;25.0;7.0;52.0;0.0351102141966009;0.0090905727953887;0.2849427415610046;0.09432458522129798;11.843506164875036;9842.386193796005;0.9056754147787021;25.0
2012.0;1.0;25.0;10.0;122.0;0.1932143759450784;0.0959437969535486;0.9019934997025825;0.12067565890761864;11.843506164875036;9842.386193796005;0.8793243410923813;25.0
2012.0;1.0;25.0;13.0;505.0;1.1667450792422929;-0.0739454419266923;1.1161965489755137;1.0;11.843506164875036;9842.386193796005;0.0;25.0
2012.0;1.0;25.0;16.0;68.0;0.0675868519070072;-0.0444021323580081;0.4830732212313118;0.21231131180435653;11.843506164875036;9842.386193796005;0.7876886881956435;25.0
2012.0;1.0;26.0;7.0;80.0;0.0778111467423145;0.0090905727953887;0.2849427415610046;0.2491210210687733;11.8456598850365;9859.092580348452;0.7508789789312267;26.0
2012.0;1.0;26.0;10.0;190.0;0.3345917055835153;0.0959437969535486;0.9019934997025825;0.2960709591679739;11.8456598850365;9859.092580348452;0.7039290408320261;26.0
2012.0;1.0;26.0;13.0;104.0;0.1841739521018629;-0.0739454419266923;1.1161965489755137;0.2168811755250176;11.8456598850365;9859.092580348452;0.7831188244749824;26.0
2012.0;1.0;26.0;16.0;91.0;0.1075097070909136;-0.0444021323580081;0.4830732212313118;0.28799798590626996;11.8456598850365;9859.092580348452;0.71200201409373;26.0
2012.0;1.0;27.0;6.0;27.0;-0.0030281193996938;-0.0030384656579682;0.00475849622753112;0.0013269602219862086;11.84785825028606;9875.95970318399;0.9986730397780138;27.0
2012.0;1.0;27.0;7.0;74.0;0.0686191545521812;0.0090905727953887;0.2849427415610046;0.21579885350610506;11.84785825028606;9875.95970318399;0.7842011464938949;27.0
2012.0;1.0;27.0;10.0;299.0;0.561301138205216;0.0959437969535486;0.9019934997025825;0.5773308267028266;11.84785825028606;9875.95970318399;0.42266917329717335;27.0
2012.0;1.0;27.0;13.0;154.0;0.3075223124859612;-0.0739454419266923;1.1161965489755137;0.32052289334273115;11.84785825028606;9875.95970318399;0.6794771066572689;27.0
2012.0;1.0;27.0;16.0;128.0;0.1717660194814487;-0.0444021323580081;0.4830732212313118;0.409816592127943;11.84785825028606;9875.95970318399;0.5901834078720569;27.0
2012.0;1.0;28.0;7.0;38.0;0.0137161380970745;0.0090905727953887;0.2849427415610046;0.016768276002267067;11.850099997461882;9892.966239594882;0.983231723997733;28.0
2012.0;1.0;28.0;10.0;218.0;0.393048946037366;0.0959437969535486;0.9019934997025825;0.3685940805765945;11.850099997461882;9892.966239594882;0.6314059194234055;28.0
2012.0;1.0;28.0;13.0;148.0;0.2933013628011613;-0.0739454419266923;1.1161965489755137;0.3085739412063399;11.850099997461882;9892.966239594882;0.69142605879366;28.0
2012.0;1.0;28.0;16.0;67.0;0.0659658195903804;-0.0444021323580081;0.4830732212313118;0.20923812116976834;11.850099997461882;9892.966239594882;0.7907618788302316;28.0
2012.0;1.0;29.0;7.0;48.0;0.0289397505894139;0.0090905727953887;0.2849427415610046;0.07195585187111765;11.85238386497876;9910.090773028984;0.9280441481288824;29.0
2012.0;1.0;29.0;10.0;221.0;0.3994369936731272;0.0959437969535486;0.9019934997025825;0.3765192092801654;11.85238386497876;9910.090773028984;0.6234807907198345;29.0
2012.0;1.0;29.0;13.0;103.0;0.1827255253787023;-0.0739454419266923;1.1161965489755137;0.21566415542637996;11.85238386497876;9910.090773028984;0.78433584457362;29.0
2012.0;1.0;29.0;16.0;64.0;0.0607887922601052;-0.0444021323580081;0.4830732212313118;0.1994233927752623;11.85238386497876;9910.090773028984;0.8005766072247377;29.0
2012.0;1.0;30.0;7.0;64.0;0.053279053222121;0.0090905727953887;0.2849427415610046;0.16018899044537896;11.85470859464488;9927.311826683534;0.8398110095546211;30.0
2012.0;1.0;30.0;10.0;92.0;0.1311170322180641;0.0959437969535486;0.9019934997025825;0.04363655881834223;11.85470859464488;9927.311826683534;0.9563634411816577;30.0
2012.0;1.0;30.0;13.0;454.0;1.051370351597236;-0.0739454419266923;1.1161965489755137;0.9455307031649768;11.85470859464488;9927.311826683534;0.05446929683502322;30.0
2012.0;1.0;30.0;16.0;69.0;0.0695059395531619;-0.0444021323580081;0.4830732212313118;0.2159495626403356;11.85470859464488;9927.311826683534;0.7840504373596644;30.0
2012.0;1.0;31.0;7.0;56.0;0.0410766480128946;0.0090905727953887;0.2849427415610046;0.11595368403531969;11.857072933395294;9944.607896814588;0.8840463159646803;31.0
2012.0;1.0;31.0;10.0;108.0;0.1644849472578197;0.0959437969535486;0.9019934997025825;0.08503340435522945;11.857072933395294;9944.607896814588;0.9149665956447706;31.0
2012.0;1.0;31.0;13.0;500.0;1.167306589803725;-0.0739454419266923;1.1161965489755137;1.0;11.857072933395294;9944.607896814588;0.0;31.0
2012.0;1.0;31.0;16.0;56.0;0.0469372952283959;-0.0444021323580081;0.4830732212313118;0.17316340368296862;11.857072933395294;9944.607896814588;0.8268365963170314;31.0
2012.0;2.0;1.0;7.0;44.0;0.0228440042947063;0.0090905727953887;0.2849427415610046;0.049857978499358906;11.859475634939477;9961.957485690831;0.9501420215006411;32.0
2012.0;2.0;1.0;10.0;360.0;0.6906017215440693;0.0959437969535486;0.9019934997025825;0.737743494678354;11.859475634939477;9961.957485690831;0.262256505321646;32.0
2012.0;2.0;1.0;13.0;127.0;0.2437225206935303;-0.0739454419266923;1.1161965489755137;0.26691601930573794;11.859475634939477;9961.957485690831;0.7330839806942621;32.0
2012.0;2.0;1.0;16.0;91.0;0.1080028476038307;-0.0444021323580081;0.4830732212313118;0.28893289311958603;11.859475634939477;9961.957485690831;0.711067106880414;32.0
2012.0;2.0;2.0;7.0;52.0;0.0350060291683562;0.0090905727953887;0.2849427415610046;0.09394690093949258;11.861915461320768;9979.339134122689;0.9060530990605075;33.0
2012.0;2.0;2.0;10.0;127.0;0.2045612494152341;0.0959437969535486;0.9019934997025825;0.1347527976143971;11.861915461320768;9979.339134122689;0.8652472023856029;33.0
2012.0;2.0;2.0;13.0;127.0;0.244166333585451;-0.0739454419266923;1.1161965489755137;0.2672889268203987;11.861915461320768;9979.339134122689;0.7327110731796014;33.0
